SeqName: ORFS:ptns	Description hits against Uniprotkb Nematodes	Length	#Hits	e-Value	sim mean										
comp16229_c0_seq1|m.26456	tr:u6nvw6_haecou6nvw6 pdz and myosin head domain containing protein os=haemonchus contortus gn=hcoi_00490000 pe=4 sv=1	613	20	0.0E0	73.6%										
comp16229_c0_seq2|m.26457	tr:u6nvw6_haecou6nvw6 pdz and myosin head domain containing protein os=haemonchus contortus gn=hcoi_00490000 pe=4 sv=1	146	20	3.0E-63	69.9%										
comp16229_c0_seq3|m.26458	tr:u6nt89_haecou6nt89 pdz and myosin head domain containing protein os=haemonchus contortus gn=hcoi_00531500 pe=4 sv=1	368	20	0.0E0	76.35%										
comp16229_c0_seq5|m.26461	tr:u6nvw6_haecou6nvw6 pdz and myosin head domain containing protein os=haemonchus contortus gn=hcoi_00490000 pe=4 sv=1	628	20	0.0E0	73.55%										
comp1622_c0_seq1|m.317	tr:a0a0c2gg48_9bilaa0a0c2gg48 gram domain protein os=ancylostoma duodenale gn=ancduo_09642 pe=4 sv=1	169	20	1.3E-74	78.6%										
comp16230_c0_seq2|m.26463	tr:u6ps03_haecou6ps03 ribosomal protein l37 domain containing protein os=haemonchus contortus gn=hcoi_02164100 pe=4 sv=1	251	20	1.2E-76	67.95%										
comp16230_c0_seq3|m.26464	tr:u6ps03_haecou6ps03 ribosomal protein l37 domain containing protein os=haemonchus contortus gn=hcoi_02164100 pe=4 sv=1	717	20	4.5E-144	64.25%										
comp16236_c0_seq1|m.26470	tr:a0a0d8xt62_dicvia0a0d8xt62 phospholipid-transporting atpase os=dictyocaulus viviparus gn=dicviv_06090 pe=3 sv=1	1137	20	0.0E0	82.25%										
comp16236_c0_seq3|m.26471	tr:a0a0d8xt62_dicvia0a0d8xt62 phospholipid-transporting atpase os=dictyocaulus viviparus gn=dicviv_06090 pe=3 sv=1	1130	20	0.0E0	82.95%										
comp16236_c0_seq5|m.26472	tr:a0a0d8xt62_dicvia0a0d8xt62 phospholipid-transporting atpase os=dictyocaulus viviparus gn=dicviv_06090 pe=3 sv=1	583	20	0.0E0	82.65%										
comp16236_c0_seq6|m.26473	tr:a0a0d8xt62_dicvia0a0d8xt62 phospholipid-transporting atpase os=dictyocaulus viviparus gn=dicviv_06090 pe=3 sv=1	1036	20	0.0E0	83.1%										
comp16238_c0_seq1|m.26475	tr:u6psx9_haecou6psx9 serine threonine protein kinase-related domain containing protein os=haemonchus contortus gn=hcoi_02042300 pe=4 sv=1	139	20	1.2E-79	77.05%										
comp16239_c0_seq1|m.26478	tr:a0a0d8ybv1_dicvia0a0d8ybv1 hmg box os=dictyocaulus viviparus gn=dicviv_00279 pe=4 sv=1	447	20	0.0E0	75.7%										
comp16239_c0_seq2|m.26479	tr:u6nit6_haecou6nit6 bromodomain and bromo adjacent region and high mobility group and zinc finger domain containing protein os=haemonchus contortus gn=hcoi_00076900 pe=4 sv=1	1834	20	0.0E0	73.35%										
comp16239_c0_seq3|m.26481	tr:u6nit6_haecou6nit6 bromodomain and bromo adjacent region and high mobility group and zinc finger domain containing protein os=haemonchus contortus gn=hcoi_00076900 pe=4 sv=1	1796	20	0.0E0	72.75%										
comp1623_c0_seq2|m.319	tr:u6ntk6_haecou6ntk6 uncharacterised protein family upf0224 domain containing protein os=haemonchus contortus gn=hcoi_00597100 pe=4 sv=1	140	20	5.1E-76	67.8%										
comp16240_c0_seq2|m.26483	TR:A0A0K0DRW2_ANGCAA0A0K0DRW2 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	114	1	8.9E-25	89%										
comp16241_c0_seq1|m.26484	tr:w2th88_necamw2th88 globin os=necator americanus gn=necame_02237 pe=3 sv=1	262	20	2.8E-83	76.6%										
comp16241_c0_seq4|m.26485	tr:w2th88_necamw2th88 globin os=necator americanus gn=necame_02237 pe=3 sv=1	288	20	1.1E-67	76.6%										
comp16241_c0_seq5|m.26486	tr:w2th88_necamw2th88 globin os=necator americanus gn=necame_02237 pe=3 sv=1	263	20	4.0E-67	76.25%										
comp16241_c0_seq6|m.26487	tr:w2th88_necamw2th88 globin os=necator americanus gn=necame_02237 pe=3 sv=1	237	20	9.7E-83	76.95%										
comp16243_c0_seq1|m.26488	tr:a0a0d6m5k2_9bilaa0a0d6m5k2 myosin head os=ancylostoma ceylanicum gn=anccey_01459 pe=4 sv=1	1268	20	0.0E0	75.1%										
comp16243_c0_seq4|m.26491	tr:a8xv82_caebra8xv82 protein cbr-hum-2 os=caenorhabditis briggsae gn=hum-2 pe=4 sv=1	1680	20	0.0E0	75.6%										
comp16243_c0_seq5|m.26493	tr:w2t8v9_necamw2t8v9 dil domain protein os=necator americanus gn=necame_03018 pe=4 sv=1	496	20	0.0E0	85.1%										
comp16244_c0_seq2|m.26496	tr:a0a0c2gnx0_9bilaa0a0c2gnx0 tetratricopeptide repeat protein os=ancylostoma duodenale gn=ancduo_08954 pe=4 sv=1	262	20	1.4E-74	71.3%										
comp16244_c0_seq3|m.26497	tr:a0a0d8xzi1_dicvia0a0d8xzi1 fic family protein os=dictyocaulus viviparus gn=dicviv_03795 pe=4 sv=1	463	20	0.0E0	80.65%										
comp16245_c0_seq1|m.26498	tr:u6nr08_haecou6nr08 protein os=haemonchus contortus gn=hcoi_00559100 pe=4 sv=1	205	9	1.1E-62	65.44%										
comp16245_c0_seq2|m.26499	tr:u6nr08_haecou6nr08 protein os=haemonchus contortus gn=hcoi_00559100 pe=4 sv=1	194	15	9.5E-59	61.33%										
comp16246_c0_seq3|m.26504	tr:u6pkt4_haecou6pkt4 dfdf motif domain containing protein os=haemonchus contortus gn=hcoi_01826000 pe=4 sv=1	138	17	3.7E-43	68.94%										
comp16247_c0_seq2|m.26508	tr:u6niy4_haecou6niy4 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1220 os=haemonchus contortus gn=hcoi_00213500 pe=4 sv=1	253	6	1.6E-102	78%										
comp1624_c0_seq1|m.320	tr:u6nzc2_haecou6nzc2 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1906 os=haemonchus contortus gn=hcoi_00615800 pe=4 sv=1	101	19	5.7E-15	60.89%										
comp16250_c0_seq2|m.26516	tr:a0a0d8xxx9_dicvia0a0d8xxx9 dna helicase os=dictyocaulus viviparus gn=dicviv_05257 pe=3 sv=1	557	20	0.0E0	89.35%										
comp16251_c0_seq1|m.26518	tr:u6plz2_haecou6plz2 luc7 related domain containing protein os=haemonchus contortus gn=hcoi_01390200 pe=4 sv=1	248	20	6.6E-130	86.65%										
comp16251_c0_seq3|m.26520	tr:u6plz2_haecou6plz2 luc7 related domain containing protein os=haemonchus contortus gn=hcoi_01390200 pe=4 sv=1	332	20	9.0E-132	85.9%										
comp16252_c0_seq1|m.26522	tr:a0a0d8y371_dicvia0a0d8y371 aminoacyl-trna hydrolase os=dictyocaulus viviparus gn=dicviv_03396 pe=4 sv=1	319	20	1.2E-163	77.7%										
comp16252_c0_seq2|m.26524	tr:a0a0d8y371_dicvia0a0d8y371 aminoacyl-trna hydrolase os=dictyocaulus viviparus gn=dicviv_03396 pe=4 sv=1	299	20	1.3E-149	78.7%										
comp16252_c0_seq3|m.26526	tr:a0a0b1syb2_oesdea0a0b1syb2 peptidyl-trna hydrolase pth2 os=oesophagostomum dentatum gn=oesden_11285 pe=4 sv=1	117	13	3.0E-41	78.15%										
comp16253_c0_seq2|m.26531	tr:a0a0d8y9u2_dicvia0a0d8y9u2 pyroglutamyl-peptidase i os=dictyocaulus viviparus gn=dicviv_00264 pe=4 sv=1	201	20	1.1E-89	67.5%										
comp16253_c0_seq3|m.26532	tr:a0a0d8y9u2_dicvia0a0d8y9u2 pyroglutamyl-peptidase i os=dictyocaulus viviparus gn=dicviv_00264 pe=4 sv=1	151	20	1.5E-62	66.8%										
comp16255_c0_seq3|m.26540	tr:u6p0x5_haecou6p0x5 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2194 os=haemonchus contortus gn=hcoi_00744100 pe=4 sv=1	339	4	5.2E-46	59.25%										
comp16255_c0_seq4|m.26541	tr:u6p0x5_haecou6p0x5 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2194 os=haemonchus contortus gn=hcoi_00744100 pe=4 sv=1	372	4	6.4E-46	59%										
comp16255_c0_seq6|m.26543	tr:u6p0x5_haecou6p0x5 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2194 os=haemonchus contortus gn=hcoi_00744100 pe=4 sv=1	159	2	6.8E-21	54.5%										
comp16256_c0_seq2|m.26546	---NA---	128	0	-	-										
comp16256_c0_seq2|m.26545	tr:a0a0b1sy75_oesdea0a0b1sy75 gaa1- gpi transamidase component os=oesophagostomum dentatum gn=oesden_09926 pe=4 sv=1	591	20	0.0E0	67.4%										
comp16257_c0_seq1|m.26547	tr:a0a0d8yef7_dicvia0a0d8yef7 leucine--trna ligase os=dictyocaulus viviparus gn=dicviv_00701 pe=3 sv=1	370	20	1.0E-160	72.35%										
comp16257_c0_seq2|m.26548	tr:a0a0d8yef7_dicvia0a0d8yef7 leucine--trna ligase os=dictyocaulus viviparus gn=dicviv_00701 pe=3 sv=1	220	20	5.3E-93	80.25%										
comp16257_c0_seq2|m.26549	tr:a0a0d8yef7_dicvia0a0d8yef7 leucine--trna ligase os=dictyocaulus viviparus gn=dicviv_00701 pe=3 sv=1	171	20	7.3E-61	67.85%										
comp16258_c0_seq1|m.26550	tr:a0a0d8xfw3_dicvia0a0d8xfw3 fatc domain protein os=dictyocaulus viviparus gn=dicviv_11360 pe=4 sv=1	1309	20	0.0E0	68.4%										
comp16258_c0_seq2|m.26553	tr:a0a0d8xfw3_dicvia0a0d8xfw3 fatc domain protein os=dictyocaulus viviparus gn=dicviv_11360 pe=4 sv=1	787	20	0.0E0	66.85%										
comp16258_c0_seq3|m.26555	tr:a0a0d8xfw3_dicvia0a0d8xfw3 fatc domain protein os=dictyocaulus viviparus gn=dicviv_11360 pe=4 sv=1	1913	20	0.0E0	64.8%										
comp16258_c0_seq4|m.26558	tr:a0a0d8xfw3_dicvia0a0d8xfw3 fatc domain protein os=dictyocaulus viviparus gn=dicviv_11360 pe=4 sv=1	1927	20	0.0E0	64.55%										
comp16258_c0_seq5|m.26561	tr:a0a0d8xfw3_dicvia0a0d8xfw3 fatc domain protein os=dictyocaulus viviparus gn=dicviv_11360 pe=4 sv=1	1323	20	0.0E0	68.25%										
comp16258_c0_seq6|m.26564	tr:a0a0d8xfw3_dicvia0a0d8xfw3 fatc domain protein os=dictyocaulus viviparus gn=dicviv_11360 pe=4 sv=1	773	20	0.0E0	67.15%										
comp16258_c0_seq7|m.26566	tr:a0a0d8xfw3_dicvia0a0d8xfw3 fatc domain protein os=dictyocaulus viviparus gn=dicviv_11360 pe=4 sv=1	336	20	0.0E0	68.45%										
comp16259_c0_seq1|m.26567	tr:u6p5c0_haecou6p5c0 gpcr domain containing protein os=haemonchus contortus gn=hcoi_00629200 pe=4 sv=1	528	20	0.0E0	84.9%										
comp16259_c0_seq3|m.26572	tr:u6p5c0_haecou6p5c0 gpcr domain containing protein os=haemonchus contortus gn=hcoi_00629200 pe=4 sv=1	492	20	0.0E0	80.95%										
comp16261_c0_seq1|m.26581	tr:a0a016ue61_9bilaa0a016ue61 polypeptide n-acetylgalactosaminyltransferase os=ancylostoma ceylanicum gn= pe=3 sv=1	606	20	0.0E0	82.3%										
comp16262_c0_seq2|m.26584	tr:a0a0d6lv47_9bilaa0a0d6lv47 c2 domain protein os=ancylostoma ceylanicum gn=anccey_06955 pe=4 sv=1	355	20	2.0E-116	66.8%										
comp16263_c0_seq4|m.26590	TR:A0A0D8XX10_DICVIA0A0D8XX10 Uncharacterized protein OS=Dictyocaulus viviparus GN=DICVIV_04674 PE=4 SV=1	289	20	9.5E-87	68.15%										
comp16263_c0_seq6|m.26593	TR:U6NWZ1_HAECOU6NWZ1 Uncharacterized protein (Fragment) OS=Haemonchus contortus GN=HCOI_00668800 PE=4 SV=1	659	20	6.5E-179	61.05%										
comp16265_c0_seq2|m.26596	tr:a0a0d8xux6_dicvia0a0d8xux6 bar domain protein os=dictyocaulus viviparus gn=dicviv_05614 pe=4 sv=1	112	20	2.8E-46	87.1%										
comp16265_c0_seq4|m.26598	tr:a0a0d8xux6_dicvia0a0d8xux6 bar domain protein os=dictyocaulus viviparus gn=dicviv_05614 pe=4 sv=1	341	20	3.6E-133	67.35%										
comp16265_c0_seq5|m.26599	tr:a0a0d8xux6_dicvia0a0d8xux6 bar domain protein os=dictyocaulus viviparus gn=dicviv_05614 pe=4 sv=1	459	20	0.0E0	72.9%										
comp16265_c0_seq6|m.26600	tr:a0a0d8xux6_dicvia0a0d8xux6 bar domain protein os=dictyocaulus viviparus gn=dicviv_05614 pe=4 sv=1	335	20	2.4E-135	68.45%										
comp16266_c0_seq1|m.26601	TR:A0A0K0D257_ANGCAA0A0K0D257 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	106	1	1.5E-4	63%										
comp16268_c0_seq1|m.26602	tr:a0a0d8xxq0_dicvia0a0d8xxq0 chdct2 domain protein os=dictyocaulus viviparus gn=dicviv_05340 pe=4 sv=1	812	20	0.0E0	82.25%										
comp16268_c0_seq4|m.26612	tr:a0a0d8xxq0_dicvia0a0d8xxq0 chdct2 domain protein os=dictyocaulus viviparus gn=dicviv_05340 pe=4 sv=1	1802	20	0.0E0	83.8%										
comp16270_c0_seq2|m.26618	tr:u6pvu5_haecou6pvu5 pyridoxal phosphate-dependent enzyme and amino acid-binding act domain containing protein os=haemonchus contortus gn=hcoi_02183300 pe=4 sv=1	458	20	0.0E0	78.8%										
comp16271_c0_seq2|m.26621	tr:u6pkq1_haecou6pkq1 zinc finger domain containing protein os=haemonchus contortus gn=hcoi_01526000 pe=3 sv=1	298	20	6.4E-127	80.75%										
comp16273_c0_seq1|m.26622	tr:u6pki8_haecou6pki8 protein os=haemonchus contortus gn=hcoi_01495700 pe=4 sv=1	121	17	5.8E-28	58.59%										
comp16274_c0_seq1|m.26623	tr:u6nux2_haecou6nux2 hormone-sensitive lipase and alpha beta hydrolase fold-3 domain containing protein os=haemonchus contortus gn=hcoi_02077600 pe=4 sv=1	852	20	0.0E0	74.35%										
comp16274_c0_seq2|m.26624	tr:u6nux2_haecou6nux2 hormone-sensitive lipase and alpha beta hydrolase fold-3 domain containing protein os=haemonchus contortus gn=hcoi_02077600 pe=4 sv=1	792	20	0.0E0	74.5%										
comp16275_c0_seq1|m.26626	tr:u6p3g3_haecou6p3g3 nucleoside phosphatase gda1 cd39 and serine threonine protein kinase-related and citron domain containing protein os=haemonchus contortus gn=hcoi_00924200 pe=3 sv=1	1106	20	0.0E0	77.6%										
comp16277_c0_seq4|m.26633	tr:w2sq53_necamw2sq53 tetratricopeptide repeat protein os=necator americanus gn=necame_04711 pe=4 sv=1	341	20	7.4E-165	80.5%										
comp16279_c0_seq3|m.26642	tr:a0a0b1sq25_oesdea0a0b1sq25 f-box domain protein os=oesophagostomum dentatum gn=oesden_12793 pe=4 sv=1	367	20	2.1E-147	67.55%										
comp16279_c0_seq5|m.26643	tr:u6pb66_haecou6pb66 cyclin f-box and wd40 repeat domain containing protein os=haemonchus contortus gn=hcoi_01222600 pe=4 sv=1	125	18	4.9E-43	70.78%										
comp16279_c0_seq6|m.26644	tr:u6pb66_haecou6pb66 cyclin f-box and wd40 repeat domain containing protein os=haemonchus contortus gn=hcoi_01222600 pe=4 sv=1	158	19	9.6E-65	71.53%										
comp16280_c0_seq1|m.26646	tr:a0a0c2ccc8_9bilaa0a0c2ccc8 eukaryotic aspartyl protease os=ancylostoma duodenale gn=ancduo_15872 pe=3 sv=1	133	20	1.1E-58	78.95%										
comp16281_c0_seq2|m.26650	tr:a0a0c2ddr3_9bilaa0a0c2ddr3 sh3 domain protein os=ancylostoma duodenale gn=ancduo_01604 pe=4 sv=1	576	20	0.0E0	60.7%										
comp16282_c0_seq1|m.26652	tr:a0a0c2gmg2_9bilaa0a0c2gmg2 nucleoporin autopeptidase os=ancylostoma duodenale gn=ancduo_09556 pe=4 sv=1	549	20	0.0E0	63%										
comp16282_c0_seq1|m.26651	tr:a0a0b1t9s0_oesdea0a0b1t9s0 nucleoporin autopeptidase os=oesophagostomum dentatum gn=oesden_06091 pe=4 sv=1	689	20	0.0E0	61.75%										
comp16282_c0_seq2|m.26654	tr:a0a0b1t9s0_oesdea0a0b1t9s0 nucleoporin autopeptidase os=oesophagostomum dentatum gn=oesden_06091 pe=4 sv=1	651	20	0.0E0	61.85%										
comp16282_c0_seq3|m.26656	tr:a0a0c2gmg2_9bilaa0a0c2gmg2 nucleoporin autopeptidase os=ancylostoma duodenale gn=ancduo_09556 pe=4 sv=1	425	20	9.9E-156	69.45%										
comp16283_c0_seq4|m.26667	tr:a0a0d6lwq5_9bilaa0a0d6lwq5 abc1 family protein os=ancylostoma ceylanicum gn=anccey_08852 pe=4 sv=1	534	20	0.0E0	69.45%										
comp16283_c0_seq6|m.26673	tr:a0a0d8ycz7_dicvia0a0d8ycz7 abc1 family protein os=dictyocaulus viviparus gn=dicviv_01306 pe=4 sv=1	247	20	6.1E-114	86.9%										
comp16284_c0_seq1|m.26679	tr:a0a016tjt0_9bilaa0a016tjt0 v-type proton atpase subunit a os=ancylostoma ceylanicum gn= pe=3 sv=1	613	20	0.0E0	77.8%										
comp16284_c0_seq2|m.26681	tr:a0a016tjt0_9bilaa0a016tjt0 v-type proton atpase subunit a os=ancylostoma ceylanicum gn= pe=3 sv=1	414	20	0.0E0	75.95%										
comp16284_c0_seq4|m.26685	tr:a0a016tjt0_9bilaa0a016tjt0 v-type proton atpase subunit a os=ancylostoma ceylanicum gn= pe=3 sv=1	868	20	0.0E0	78%										
comp16285_c0_seq1|m.26688	tr:a0a0d8xxp7_dicvia0a0d8xxp7 dix domain protein os=dictyocaulus viviparus gn=dicviv_04445 pe=4 sv=1	690	20	0.0E0	75.15%										
comp16285_c0_seq2|m.26689	tr:a0a0d8xxp7_dicvia0a0d8xxp7 dix domain protein os=dictyocaulus viviparus gn=dicviv_04445 pe=4 sv=1	694	20	0.0E0	74.75%										
comp16285_c0_seq3|m.26690	tr:a0a0d8xxp7_dicvia0a0d8xxp7 dix domain protein os=dictyocaulus viviparus gn=dicviv_04445 pe=4 sv=1	219	20	1.9E-91	70.8%										
comp16285_c0_seq4|m.26691	tr:a0a0d8xxp7_dicvia0a0d8xxp7 dix domain protein os=dictyocaulus viviparus gn=dicviv_04445 pe=4 sv=1	223	20	8.7E-90	69.25%										
comp16286_c0_seq3|m.26694	tr:u6pri4_haecou6pri4 ribosomal protein s5 domain containing protein os=haemonchus contortus gn=hcoi_02020400 pe=3 sv=1	233	20	3.4E-89	89%										
comp16290_c0_seq1|m.26695	tr:u6p5g1_haecou6p5g1 ww rsp5 wwp and pleckstrin homology and domain containing protein os=haemonchus contortus gn=hcoi_00919700 pe=4 sv=1	407	20	5.6E-177	72.8%										
comp16290_c0_seq2|m.26697	tr:u6p5g1_haecou6p5g1 ww rsp5 wwp and pleckstrin homology and domain containing protein os=haemonchus contortus gn=hcoi_00919700 pe=4 sv=1	853	20	0.0E0	71.9%										
comp16290_c0_seq3|m.26701	tr:u6p5g1_haecou6p5g1 ww rsp5 wwp and pleckstrin homology and domain containing protein os=haemonchus contortus gn=hcoi_00919700 pe=4 sv=1	384	20	1.2E-180	74.25%										
comp16290_c0_seq4|m.26703	tr:u6p5g1_haecou6p5g1 ww rsp5 wwp and pleckstrin homology and domain containing protein os=haemonchus contortus gn=hcoi_00919700 pe=4 sv=1	830	20	0.0E0	73.25%										
comp16291_c0_seq1|m.26707	tr:u6nm29_haecou6nm29 wd40 repeat domain containing protein os=haemonchus contortus gn=hcoi_00388900 pe=4 sv=1	335	20	0.0E0	83.1%										
comp16292_c0_seq3|m.26708	---NA---	114	0	-	-										
comp16293_c0_seq1|m.26709	tr:a0a0d8xfp6_dicvia0a0d8xfp6 glycerol-3-phosphate dehydrogenase os=dictyocaulus viviparus gn=dicviv_11436 pe=3 sv=1	634	20	0.0E0	88.05%										
comp16294_c0_seq2|m.26712	tr:u6nt41_haecou6nt41 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1478 os=haemonchus contortus gn=hcoi_00375500 pe=4 sv=1	315	20	1.7E-112	71.8%										
comp16294_c0_seq3|m.26713	tr:u6nt41_haecou6nt41 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1478 os=haemonchus contortus gn=hcoi_00375500 pe=4 sv=1	171	13	1.9E-49	82.31%										
comp16295_c0_seq1|m.26715	tr:w2tlp2_necamw2tlp2 kinase domain protein os=necator americanus gn=necame_01824 pe=4 sv=1	716	20	0.0E0	75.45%										
comp16295_c0_seq1|m.26716	---NA---	100	0	-	-										
comp16296_c0_seq1|m.26717	tr:u6nmj5_haecou6nmj5 spla ryanodine receptor spry domain containing protein os=haemonchus contortus gn=hcoi_00350400 pe=4 sv=1	659	20	0.0E0	69.75%										
comp16297_c0_seq1|m.26718	tr:u6ni16_haecou6ni16 ankyrin and glutaminase domain containing protein os=haemonchus contortus gn=hcoi_00180800 pe=3 sv=1	674	20	0.0E0	79.65%										
comp16297_c0_seq1|m.26719	---NA---	101	0	-	-										
comp16297_c0_seq2|m.26720	tr:u6ni16_haecou6ni16 ankyrin and glutaminase domain containing protein os=haemonchus contortus gn=hcoi_00180800 pe=3 sv=1	397	20	9.6E-169	84.55%										
comp16299_c0_seq1|m.26725	tr:u6pv37_haecou6pv37 aminoacyl-trna synthetase and btb:poz domain containing protein os=haemonchus contortus gn=hcoi_01957200 pe=3 sv=1	914	20	0.0E0	70.8%										
comp16302_c0_seq1|m.26732	tr:u6nmm0_haecou6nmm0 protein os=haemonchus contortus gn=hcoi_00161000 pe=4 sv=1	407	20	2.5E-85	68.9%										
comp16302_c0_seq3|m.26734	tr:u6nmm0_haecou6nmm0 protein os=haemonchus contortus gn=hcoi_00161000 pe=4 sv=1	464	20	3.8E-113	73.9%										
comp16302_c0_seq4|m.26736	tr:u6nmm0_haecou6nmm0 protein os=haemonchus contortus gn=hcoi_00161000 pe=4 sv=1	395	20	7.8E-85	69.6%										
comp16303_c0_seq1|m.26738	tr:u6p8i7_haecou6p8i7 nop5 and nosic and pre-mrna processing ribonucleoprotein domain containing protein os=haemonchus contortus gn=hcoi_01319200 pe=4 sv=1	317	20	1.5E-152	90.75%										
comp16303_c0_seq1|m.26739	---NA---	105	0	-	-										
comp16303_c0_seq2|m.26740	tr:u6p8i7_haecou6p8i7 nop5 and nosic and pre-mrna processing ribonucleoprotein domain containing protein os=haemonchus contortus gn=hcoi_01319200 pe=4 sv=1	180	20	1.1E-87	87.75%										
comp16304_c0_seq1|m.26743	tr:a0a0b1syt4_oesdea0a0b1syt4 reduced folate carrier os=oesophagostomum dentatum gn=oesden_11117 pe=4 sv=1	199	20	6.5E-91	78.7%										
comp16304_c0_seq3|m.26746	tr:a0a0c2g839_9bilaa0a0c2g839 reduced folate carrier os=ancylostoma duodenale gn=ancduo_14807 pe=4 sv=1	102	20	9.4E-24	72.15%										
comp16305_c0_seq1|m.26749	tr:a0a0d8ye38_dicvia0a0d8ye38 cation diffusion facilitator family transporter os=dictyocaulus viviparus gn=dicviv_00927 pe=4 sv=1	318	20	9.8E-155	81.4%										
comp16305_c0_seq4|m.26752	tr:a0a0d8ye38_dicvia0a0d8ye38 cation diffusion facilitator family transporter os=dictyocaulus viviparus gn=dicviv_00927 pe=4 sv=1	287	20	1.4E-132	80.55%										
comp16307_c0_seq1|m.26753	tr:u6ngh4_haecou6ngh4 serine threonine protein kinase-related domain containing protein os=haemonchus contortus gn=hcoi_00108900 pe=4 sv=1	1039	20	0.0E0	65.55%										
comp16307_c0_seq2|m.26754	tr:u6ngh4_haecou6ngh4 serine threonine protein kinase-related domain containing protein os=haemonchus contortus gn=hcoi_00108900 pe=4 sv=1	1035	20	0.0E0	65.65%										
comp16308_c0_seq1|m.26755	tr:a0a0d8y1m3_dicvia0a0d8y1m3 abc atp-binding protein os=dictyocaulus viviparus gn=dicviv_03783 pe=3 sv=1	452	20	2.0E-177	79.65%										
comp16308_c0_seq2|m.26756	tr:u6pg86_haecou6pg86 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_4765 os=haemonchus contortus gn=hcoi_01467300 pe=3 sv=1	605	20	0.0E0	76.35%										
comp16308_c0_seq3|m.26757	tr:a8x133_caebra8x133 protein cbg06019 os=caenorhabditis briggsae gn=cbg06019 pe=4 sv=1	182	20	8.0E-41	72%										
comp16309_c0_seq2|m.26760	tr:f1l3r6_ascsuf1l3r6 rna polymerase ii subunit b1 ctd phosphatase os=ascaris suum pe=2 sv=1	576	20	3.4E-152	55.65%										
comp16310_c0_seq2|m.26762	tr:u6nze9_haecou6nze9 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_205 os=haemonchus contortus gn=hcoi_00801000 pe=4 sv=1	434	10	4.1E-166	83.5%										
comp16310_c0_seq3|m.26765	tr:u6nze9_haecou6nze9 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_205 os=haemonchus contortus gn=hcoi_00801000 pe=4 sv=1	178	7	3.2E-76	90.86%										
comp16311_c0_seq1|m.26768	---NA---	104	0	-	-										
comp16311_c0_seq1|m.26766	tr:a0a0d8xpw0_dicvia0a0d8xpw0 nanos rna binding domain protein os=dictyocaulus viviparus gn=dicviv_08117 pe=4 sv=1	762	20	0.0E0	61.45%										
comp16311_c0_seq2|m.26769	tr:a0a0d8xpw0_dicvia0a0d8xpw0 nanos rna binding domain protein os=dictyocaulus viviparus gn=dicviv_08117 pe=4 sv=1	774	20	0.0E0	62.1%										
comp16313_c0_seq1|m.26777	tr:a0a0c2dgi1_9bilaa0a0c2dgi1 rna polymerase i specific transcription initiation factor rrn3 os=ancylostoma duodenale gn=ancduo_08166 pe=4 sv=1	594	20	0.0E0	67.3%										
comp16313_c0_seq2|m.26778	tr:a0a0c2dgi1_9bilaa0a0c2dgi1 rna polymerase i specific transcription initiation factor rrn3 os=ancylostoma duodenale gn=ancduo_08166 pe=4 sv=1	611	20	0.0E0	66.9%										
comp16313_c0_seq3|m.26779	tr:a0a0c2dgi1_9bilaa0a0c2dgi1 rna polymerase i specific transcription initiation factor rrn3 os=ancylostoma duodenale gn=ancduo_08166 pe=4 sv=1	610	20	0.0E0	67.25%										
