SeqName: ORFS:ptns	Description hits againt uniruniref100	Length	#Hits	e-Value	sim mean										
comp16597_c0_seq1|m.27998	uniref100_a0a0d8 xvh8helix-loop-helix dna-binding domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xvh8_dicvi	234	20	3.5E-115	79.8%										
comp16599_c0_seq1|m.28000	uniref100_f1krq3 daple-like protein n=1 tax=ascaris suum =f1krq3_ascsu	978	20	0.0E0	66.35%										
comp16599_c0_seq2|m.28001	uniref100_f1krq3 daple-like protein n=1 tax=ascaris suum =f1krq3_ascsu	1293	20	0.0E0	67.3%										
comp16599_c0_seq3|m.28002	uniref100_u6p8r2 girdin isoform 2 n=1 tax=haemonchus contortus =u6p8r2_haeco	1374	20	0.0E0	66.9%										
comp1659_c0_seq1|m.364	uniref100_u6p976 nmd3 domain containing protein n=1 tax=haemonchus contortus =u6p976_haeco	515	20	0.0E0	83.75%										
comp16600_c0_seq1|m.28003	uniref100_a0a0d8 y763exonuclease n=1 tax=dictyocaulus viviparus =a0a0d8y763_dicvi	981	20	0.0E0	70.35%										
comp16600_c0_seq2|m.28004	uniref100_a0a0d8 y763exonuclease n=1 tax=dictyocaulus viviparus =a0a0d8y763_dicvi	972	20	0.0E0	70.6%										
comp16600_c0_seq4|m.28005	uniref100_a0a0d8 y763exonuclease n=1 tax=dictyocaulus viviparus =a0a0d8y763_dicvi	1017	20	0.0E0	70.95%										
comp16600_c0_seq5|m.28006	uniref100_a0a0d8 y763exonuclease n=1 tax=dictyocaulus viviparus =a0a0d8y763_dicvi	1008	20	0.0E0	71%										
comp16601_c0_seq1|m.28008	uniref100_w2t552 ferm central domain protein n=1 tax=necator americanus =w2t552_necam	121	20	2.6E-46	81.1%										
comp16601_c0_seq2|m.28010	uniref100_a0a0d8 y927ferm central domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y927_dicvi	605	20	0.0E0	67.45%										
comp16601_c0_seq8|m.28025	uniref100_u6pux3 ferm and ferm central domain containing protein n=1 tax=haemonchus contortus =u6pux3_haeco	588	20	0.0E0	68.6%										
comp16603_c0_seq1|m.28031	uniref100_u6pnq2 sda1 domain containing protein n=1 tax=haemonchus contortus =u6pnq2_haeco	427	20	7.7E-155	80.4%										
comp16603_c0_seq1|m.28032	uniref100_a0a0b1 s509histidine triad domain protein n=1 tax=oesophagostomum dentatum =a0a0b1s509_oesde	176	20	2.1E-85	81.2%										
comp16603_c0_seq2|m.28034	uniref100_u6pnq2 sda1 domain containing protein n=1 tax=haemonchus contortus =u6pnq2_haeco	440	20	5.6E-152	76.65%										
comp16604_c0_seq1|m.28049	uniref100_a0a0d8 yah1caax amino terminal protease family protein n=1 tax=dictyocaulus viviparus =a0a0d8yah1_dicvi	219	20	1.2E-79	66.35%										
comp16605_c0_seq2|m.28061	uniref100_a0a0d8 ybp3phd-finger n=1 tax=dictyocaulus viviparus =a0a0d8ybp3_dicvi	194	20	1.6E-54	61.15%										
comp16605_c0_seq2|m.28062	uniref100_a0a0d8 ybp3phd-finger n=1 tax=dictyocaulus viviparus =a0a0d8ybp3_dicvi	129	20	1.8E-32	90.9%										
comp16605_c0_seq3|m.28063	uniref100_a0a0d8 ybp3phd-finger n=1 tax=dictyocaulus viviparus =a0a0d8ybp3_dicvi	590	20	0.0E0	66.55%										
comp16606_c0_seq1|m.28069	uniref100_a0a0c2 gv86von willebrand factor type a domain protein n=1 tax=ancylostoma duodenale =a0a0c2gv86_9bila	330	7	1.4E-51	88.43%										
comp16606_c0_seq1|m.28071	uniref100_a0a0d8 y2x1von willebrand factor type a domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y2x1_dicvi	221	17	1.5E-74	63.12%										
comp16606_c0_seq1|m.28070	---NA---	246	0	-	-										
comp16606_c0_seq1|m.28072	---NA---	112	0	-	-										
comp16606_c0_seq2|m.28073	uniref100_a0a0c2 gv86von willebrand factor type a domain protein n=1 tax=ancylostoma duodenale =a0a0c2gv86_9bila	242	20	1.0E-97	71.25%										
comp16606_c0_seq2|m.28074	---NA---	159	0	-	-										
comp16606_c0_seq3|m.28075	uniref100_a0a0c2 gv86von willebrand factor type a domain protein n=1 tax=ancylostoma duodenale =a0a0c2gv86_9bila	407	15	1.9E-100	76%										
comp16606_c0_seq4|m.28079	uniref100_a0a0c2 gv86von willebrand factor type a domain protein n=1 tax=ancylostoma duodenale =a0a0c2gv86_9bila	165	20	1.3E-50	75.35%										
comp16607_c0_seq1|m.28089	uniref100_g0m746 cbn-tbc-12 protein n=1 tax=caenorhabditis brenneri =g0m746_caebe	121	11	2.5E-22	67.73%										
comp16607_c0_seq2|m.28090	uniref100_a0a0d8 xek3tbc domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xek3_dicvi	582	20	0.0E0	68.45%										
comp16607_c0_seq5|m.28092	uniref100_a0a0d8 xek3tbc domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xek3_dicvi	290	20	1.2E-84	67.75%										
comp16608_c0_seq1|m.28094	uniref100_a0a0c2 cwk6nad dependent epimerase dehydratase family protein n=1 tax=ancylostoma duodenale =a0a0c2cwk6_9bila	341	20	5.0E-162	81.55%										
comp16608_c0_seq3|m.28096	uniref100_a0a0c2 cwk6nad dependent epimerase dehydratase family protein n=1 tax=ancylostoma duodenale =a0a0c2cwk6_9bila	321	20	4.8E-164	86.7%										
comp16608_c0_seq4|m.28097	uniref100_a0a0c2 cwk6nad dependent epimerase dehydratase family protein n=1 tax=ancylostoma duodenale =a0a0c2cwk6_9bila	171	20	1.5E-79	85.25%										
comp16608_c0_seq5|m.28098	uniref100_a0a0c2 cwk6nad dependent epimerase dehydratase family protein n=1 tax=ancylostoma duodenale =a0a0c2cwk6_9bila	321	20	1.0E-164	86.7%										
comp16608_c0_seq6|m.28099	uniref100_a0a0c2 cwk6nad dependent epimerase dehydratase family protein n=1 tax=ancylostoma duodenale =a0a0c2cwk6_9bila	341	20	2.1E-161	81.55%										
comp16609_c0_seq2|m.28104	uniref100_u6p486 protein n=1 tax=haemonchus contortus =u6p486_haeco	218	20	6.8E-51	66.35%										
comp16609_c0_seq7|m.28117	uniref100_u6ny59  myosin class ii heavy chain n=2 tax=haemonchus contortus =u6ny59_haeco	332	20	2.4E-93	65.4%										
comp16611_c0_seq3|m.28119	---NA---	181	0	-	-										
comp16611_c0_seq3|m.28121	---NA---	105	0	-	-										
comp16614_c0_seq5|m.28133	uniref100_a0a0d8 y4b2kh domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y4b2_dicvi	117	20	1.8E-25	81.3%										
comp16619_c0_seq1|m.28140	uniref100_w6nd17 sodium:neurotransmitter symporter domain containing protein n=1 tax=haemonchus contortus =w6nd17_haeco	403	20	1.6E-90	54.5%										
comp16619_c0_seq2|m.28141	uniref100_w6nd17 sodium:neurotransmitter symporter domain containing protein n=1 tax=haemonchus contortus =w6nd17_haeco	246	20	1.0E-53	58.65%										
comp16619_c0_seq5|m.28145	uniref100_w6nd17 sodium:neurotransmitter symporter domain containing protein n=1 tax=haemonchus contortus =w6nd17_haeco	455	20	3.0E-90	55.15%										
comp16619_c0_seq7|m.28147	uniref100_w6nd17 sodium:neurotransmitter symporter domain containing protein n=1 tax=haemonchus contortus =w6nd17_haeco	298	20	1.1E-54	58.3%										
comp16620_c1_seq1|m.28150	uniref100_u6nnf2 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1493 n=1 tax=haemonchus contortus =u6nnf2_haeco	689	20	0.0E0	75.85%										
comp16621_c2_seq1|m.28153	uniref100_f1kwy3 unc93-like protein n=1 tax=ascaris suum =f1kwy3_ascsu	446	20	0.0E0	69.6%										
comp16622_c0_seq1|m.28155	uniref100_a0a0d8 xz25transcription initiation factor tfiid subunit n=1 tax=dictyocaulus viviparus =a0a0d8xz25_dicvi	391	20	2.7E-148	65.6%										
comp16622_c0_seq2|m.28156	uniref100_a0a0d8 xz25transcription initiation factor tfiid subunit n=1 tax=dictyocaulus viviparus =a0a0d8xz25_dicvi	271	20	6.3E-88	66.35%										
comp16623_c0_seq1|m.28157	uniref100_a0a0d8 xg36udp-glucose:glycoprotein glucosyltransferase n=1 tax=dictyocaulus viviparus =a0a0d8xg36_dicvi	1503	20	0.0E0	70%										
comp16625_c0_seq1|m.28160	uniref100_u6nyv9 mif4g domain containing protein n=1 tax=haemonchus contortus =u6nyv9_haeco	639	20	0.0E0	69.45%										
comp16626_c0_seq5|m.28167	uniref100_q95xd3 biogenesis of lysosome-related organelles complex 1 subunit 2 n=2 tax=caenorhabditis elegans =bl1s2_caeel	160	20	5.9E-61	79.3%										
comp16626_c0_seq6|m.28168	uniref100_q95xd3 biogenesis of lysosome-related organelles complex 1 subunit 2 n=2 tax=caenorhabditis elegans =bl1s2_caeel	155	20	3.5E-61	79.05%										
comp16626_c0_seq9|m.28169	uniref100_q95xd3 biogenesis of lysosome-related organelles complex 1 subunit 2 n=2 tax=caenorhabditis elegans =bl1s2_caeel	139	20	5.4E-61	79.35%										
comp16627_c0_seq1|m.28170	briggsae cbr-apr-1 protein n=1 tax=haemonchus contortus =w6ncg2_haeco	949	20	0.0E0	64.55%										
comp16627_c0_seq2|m.28172	briggsae cbr-apr-1 protein n=1 tax=haemonchus contortus =w6ncg2_haeco	217	20	6.1E-94	75.05%										
comp16627_c0_seq3|m.28173	briggsae cbr-apr-1 protein n=1 tax=haemonchus contortus =w6ncg2_haeco	790	20	0.0E0	65.5%										
comp16628_c0_seq1|m.28175	uniref100_u6num0 arb2 domain containing protein n=1 tax=haemonchus contortus =u6num0_haeco	214	20	1.3E-43	58.7%										
comp16628_c0_seq3|m.28179	uniref100_u6num0 arb2 domain containing protein n=1 tax=haemonchus contortus =u6num0_haeco	123	20	2.3E-39	66.2%										
comp16628_c0_seq5|m.28182	uniref100_u6num0 arb2 domain containing protein n=1 tax=haemonchus contortus =u6num0_haeco	297	20	1.5E-112	63.8%										
comp1662_c0_seq1|m.366	---NA---	126	0	-	-										
comp16631_c0_seq2|m.28191	uniref100_a0a0d8 xb86phospholipase d domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xb86_dicvi	298	20	1.5E-125	73.95%										
comp16631_c0_seq5|m.28202	uniref100_a0a0d8 xb86phospholipase d domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xb86_dicvi	1314	20	0.0E0	78.7%										
comp16631_c0_seq6|m.28207	uniref100_a0a0d8 xb86phospholipase d domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xb86_dicvi	753	20	0.0E0	77.95%										
comp16632_c0_seq2|m.28209	---NA---	249	0	-	-										
comp16633_c0_seq1|m.28212	uniref100_w6nnz4 arginine-trna-protein transferase domain containing protein n=1 tax=haemonchus contortus =w6nnz4_haeco	457	20	8.2E-169	67%										
comp16633_c0_seq2|m.28213	uniref100_a0a0b1 sut5arginine-trna-protein transferase n=1 tax=oesophagostomum dentatum =a0a0b1sut5_oesde	143	20	4.4E-50	64.3%										
comp16633_c0_seq3|m.28214	uniref100_w6nnz4 arginine-trna-protein transferase domain containing protein n=1 tax=haemonchus contortus =w6nnz4_haeco	474	20	1.7E-175	67.05%										
comp16633_c0_seq4|m.28215	uniref100_a0a0b1 sut5arginine-trna-protein transferase n=1 tax=oesophagostomum dentatum =a0a0b1sut5_oesde	126	20	2.9E-41	68.9%										
comp16634_c0_seq1|m.28216	uniref100_a0a0c2 fcn1s1 rna binding domain protein n=1 tax=ancylostoma duodenale =a0a0c2fcn1_9bila	730	20	0.0E0	71.05%										
comp16634_c0_seq3|m.28221	uniref100_u6p8j6 ribosomal protein s1 domain containing protein n=3 tax=haemonchus contortus =u6p8j6_haeco	212	20	2.6E-83	69.9%										
comp16634_c0_seq5|m.28226	uniref100_a0a0d6 lri5tex-like protein n=1 tax=ancylostoma ceylanicum =a0a0d6lri5_9bila	522	20	0.0E0	68.05%										
comp16635_c0_seq1|m.28230	uniref100_w2sfh2 mo25-like protein n=1 tax=necator americanus =w2sfh2_necam	346	20	0.0E0	88.2%										
comp16635_c0_seq2|m.28232	uniref100_w2sfh2 mo25-like protein n=1 tax=necator americanus =w2sfh2_necam	258	20	1.6E-131	86.1%										
comp16635_c0_seq2|m.28234	uniref100_a0a0b1 tee3mo25-like protein n=1 tax=oesophagostomum dentatum =a0a0b1tee3_oesde	167	20	8.5E-53	92.2%										
comp16636_c0_seq1|m.28235	uniref100_u6nux2 hormone-sensitive lipase and alpha beta hydrolase fold-3 domain containing protein n=1 tax=haemonchus contortus =u6nux2_haeco	790	20	0.0E0	73.75%										
comp16637_c0_seq2|m.28237	uniref100_u6plx5 nck-associated protein 1 domain containing protein n=1 tax=haemonchus contortus =u6plx5_haeco	1134	20	0.0E0	77.95%										
comp16638_c0_seq1|m.28238	major facilitator family protein n=1 tax=ancylostoma ceylanicum =a0a0d6lak7_9bila	332	20	3.4E-169	87.9%										
comp1663_c0_seq1|m.367	uniref100_a0a0d6 l879histone h4 n=1 tax=ancylostoma ceylanicum =a0a0d6l879_9bila	106	20	5.5E-26	81.85%										
comp16640_c0_seq1|m.28241	uniref100_a0a0d8 y0j4cullin family protein n=1 tax=dictyocaulus viviparus =a0a0d8y0j4_dicvi	783	20	0.0E0	78.45%										
comp16640_c0_seq2|m.28243	uniref100_u6p8v8 cullin and cullin protein domain containing protein n=1 tax=haemonchus contortus =u6p8v8_haeco	409	20	3.3E-175	73.45%										
comp16642_c0_seq1|m.28246	uniref100_u6plh6 s phase cyclin a-associated protein in the n=1 tax=haemonchus contortus =u6plh6_haeco	1269	20	0.0E0	63.1%										
comp16645_c0_seq1|m.28249	uniref100_w6nlm0 sds3 domain containing protein n=1 tax=haemonchus contortus =w6nlm0_haeco	272	20	2.0E-103	67.95%										
comp16645_c0_seq4|m.28254	uniref100_w6nlm0 sds3 domain containing protein n=1 tax=haemonchus contortus =w6nlm0_haeco	237	20	4.8E-80	68.4%										
comp16645_c0_seq7|m.28258	uniref100_w6nlm0 sds3 domain containing protein n=1 tax=haemonchus contortus =w6nlm0_haeco	295	20	3.9E-117	67.8%										
comp16647_c0_seq1|m.28271	uniref100_u6pll9 yemanuclein n=1 tax=haemonchus contortus =u6pll9_haeco	477	20	7.7E-159	71.65%										
comp16649_c0_seq1|m.28279	uniref100_u6p839 proteasome activator complex subunit 4 n=1 tax=haemonchus contortus =u6p839_haeco	1197	20	0.0E0	71.95%										
comp16649_c0_seq2|m.28281	uniref100_u6pe05 proteasome activator complex subunit 4 n=1 tax=haemonchus contortus =u6pe05_haeco	342	20	1.3E-163	77.2%										
comp16649_c0_seq4|m.28283	uniref100_u6p839 proteasome activator complex subunit 4 n=1 tax=haemonchus contortus =u6p839_haeco	453	20	0.0E0	72.7%										
comp16649_c0_seq4|m.28284	---NA---	118	0	-	-										
comp16649_c0_seq5|m.28285	uniref100_u6p839 proteasome activator complex subunit 4 n=1 tax=haemonchus contortus =u6p839_haeco	597	20	0.0E0	71.05%										
comp16651_c0_seq1|m.28295	uniref100_u6pyk9 zinc finger domain containing protein n=1 tax=haemonchus contortus =u6pyk9_haeco	381	20	4.5E-153	70.95%										
comp16651_c0_seq2|m.28296	uniref100_u6pyk9 zinc finger domain containing protein n=1 tax=haemonchus contortus =u6pyk9_haeco	134	20	2.6E-41	61.85%										
comp16652_c0_seq1|m.28299	uniref100_u6pt55 golgi golgin subfamily 4 n=1 tax=haemonchus contortus =u6pt55_haeco	385	20	1.2E-127	65%										
comp16653_c0_seq1|m.28305	uniref100_u6p075 myosin-10 n=1 tax=haemonchus contortus =u6p075_haeco	890	20	0.0E0	74.5%										
comp16654_c0_seq1|m.28306	uniref100_a0a0d8 xrd5kinase domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xrd5_dicvi	349	20	0.0E0	86.05%										
comp16656_c0_seq1|m.28310	uniref100_w2spl2 zn-finger in ran binding protein n=1 tax=necator americanus =w2spl2_necam	1110	16	0.0E0	51.31%										
comp16656_c0_seq2|m.28313	uniref100_w2spl2 zn-finger in ran binding protein n=1 tax=necator americanus =w2spl2_necam	299	12	5.4E-79	55.42%										
comp16656_c0_seq3|m.28314	uniref100_w2spl2 zn-finger in ran binding protein n=1 tax=necator americanus =w2spl2_necam	1089	16	0.0E0	51.31%										
comp16656_c0_seq4|m.28317	uniref100_w2spl2 zn-finger in ran binding protein n=1 tax=necator americanus =w2spl2_necam	320	12	2.5E-85	53.25%										
comp16657_c0_seq1|m.28318	uniref100_a0a0d8 y616kynurenine 3-monooxygenase n=1 tax=dictyocaulus viviparus =a0a0d8y616_dicvi	207	20	1.7E-89	72.1%										
comp16657_c0_seq2|m.28319	uniref100_w2sir8 fad binding domain protein n=1 tax=necator americanus =w2sir8_necam	105	20	2.6E-30	79.55%										
comp16659_c0_seq1|m.28323	uniref100_a0a0d8 y8i6sefir domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y8i6_dicvi	598	20	0.0E0	58.95%										
comp16659_c0_seq1|m.28324	---NA---	127	0	-	-										
comp16659_c0_seq2|m.28325	uniref100_a0a0d8 y8i6sefir domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y8i6_dicvi	636	20	0.0E0	58.45%										
comp16659_c0_seq2|m.28326	uniref100_u6pq65 troponin c n=1 tax=haemonchus contortus =u6pq65_haeco	156	20	2.9E-60	86.3%										
comp16662_c0_seq1|m.28335	uniref100_a0a0d8 xid9 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xid9_dicvi	337	20	1.0E-88	60.5%										
comp16662_c0_seq2|m.28336	uniref100_a0a0d8 xid9 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xid9_dicvi	2323	20	0.0E0	66.05%										
comp16663_c0_seq1|m.28337	briggsae cbr-pqn-70 protein n=1 tax=haemonchus contortus =u6p1g3_haeco	143	14	3.4E-44	78.64%										
comp16663_c0_seq2|m.28339	---NA---	105	0	-	-										
comp16664_c0_seq2|m.28342	uniref100_a0a016 uli0piwi-like protein n=1 tax=ancylostoma ceylanicum =a0a016uli0_9bila	352	20	4.2E-92	57.25%										
comp16664_c0_seq2|m.28343	uniref100_w2sqf9 piwi domain protein n=1 tax=necator americanus =w2sqf9_necam	210	20	4.2E-63	66.9%										
comp16666_c0_seq1|m.28346	uniref100_u6p8z4 protein n=1 tax=haemonchus contortus =u6p8z4_haeco	681	20	0.0E0	64.75%										
comp16666_c0_seq2|m.28348	uniref100_u6p8z4 protein n=1 tax=haemonchus contortus =u6p8z4_haeco	820	20	0.0E0	61.7%										
comp16666_c0_seq3|m.28351	uniref100_u6p8z4 protein n=1 tax=haemonchus contortus =u6p8z4_haeco	482	20	1.2E-174	66.2%										
comp16667_c0_seq1|m.28353	aldo keto reductase family protein n=1 tax=dictyocaulus viviparus =a0a0d8y0r2_dicvi	206	20	1.9E-89	79%										
comp16667_c0_seq2|m.28354	aldo keto reductase family protein n=1 tax=dictyocaulus viviparus =a0a0d8y0r2_dicvi	317	20	4.8E-152	78.35%										
comp16667_c0_seq3|m.28355	aldo keto reductase family protein n=1 tax=dictyocaulus viviparus =a0a0d8y0r2_dicvi	224	20	2.4E-104	78.75%										
comp16667_c0_seq4|m.28356	uniref100_w6nc83 aldo keto reductase domain containing protein n=1 tax=haemonchus contortus =w6nc83_haeco	142	20	5.6E-55	81.05%										
comp16667_c0_seq5|m.28357	aldo keto reductase family protein n=1 tax=dictyocaulus viviparus =a0a0d8y0r2_dicvi	335	20	4.5E-167	77.95%										
comp16668_c0_seq1|m.28358	uniref100_a8x169 protein cbr-ndx-9 n=1 tax=caenorhabditis briggsae =a8x169_caebr	369	20	3.9E-135	72.1%										
comp16669_c0_seq2|m.28361	uniref100_a0a0d8 xhh6non-specific serine threonine protein kinase n=1 tax=dictyocaulus viviparus =a0a0d8xhh6_dicvi	645	20	0.0E0	82%										
comp16670_c0_seq2|m.28362	---NA---	99	0	-	-										
comp16673_c0_seq2|m.28372	uniref100_u6pxa7 calcium-transporting atpase n=1 tax=haemonchus contortus =u6pxa7_haeco	1108	20	0.0E0	91.2%										
comp16674_c0_seq1|m.28373	uniref100_a0a0d8 xgi9piwi domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xgi9_dicvi	947	20	0.0E0	55.35%										
comp16674_c0_seq2|m.28374	uniref100_a0a0d8 xgi9piwi domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xgi9_dicvi	943	20	0.0E0	55.45%										
comp16674_c0_seq3|m.28375	uniref100_w6ner4 cbn-rde-1 protein n=1 tax=haemonchus contortus =w6ner4_haeco	161	4	2.5E-16	53.5%										
comp16674_c0_seq4|m.28376	uniref100_a0a0d6 md29piwi domain protein n=1 tax=ancylostoma ceylanicum =a0a0d6md29_9bila	341	20	4.8E-73	49.25%										
comp16675_c0_seq2|m.28377	uniref100_u6pvy4 protein n=1 tax=haemonchus contortus =u6pvy4_haeco	561	20	0.0E0	63.35%										
comp16676_c0_seq2|m.28381	uniref100_a0a0c2 gsm1piwi-like protein n=1 tax=ancylostoma duodenale =a0a0c2gsm1_9bila	949	20	0.0E0	60.25%										
comp16678_c0_seq2|m.28383	uniref100_u6p2c0  zinc finger protein n=1 tax=haemonchus contortus =u6p2c0_haeco	187	7	5.0E-36	62.71%										
comp16679_c0_seq1|m.28385	uniref100_u6pnm5 nucleotidyltransferase and pap 25a-associated domain containing protein n=1 tax=haemonchus contortus =u6pnm5_haeco	714	20	0.0E0	71.85%										
comp16679_c0_seq3|m.28389	uniref100_a0a0d8 y4q0nucleotidyltransferase domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y4q0_dicvi	205	20	2.2E-103	76.3%										
comp1667_c0_seq1|m.371	uniref100_w2sf93 atp:cob alamin adenosyltransferase n=1 tax=necator americanus =w2sf93_necam	233	20	9.1E-101	78.6%										
comp16681_c0_seq1|m.28396	uniref100_u6npl6 gps domain containing protein n=1 tax=haemonchus contortus =u6npl6_haeco	173	20	8.4E-41	60.7%										
comp16681_c0_seq3|m.28399	uniref100_u6npl6 gps domain containing protein n=1 tax=haemonchus contortus =u6npl6_haeco	259	18	4.5E-16	63.61%										
comp16681_c0_seq6|m.28405	uniref100_u6npl6 gps domain containing protein n=1 tax=haemonchus contortus =u6npl6_haeco	509	20	1.5E-107	58%										
comp16684_c0_seq2|m.28414	uniref100_a0a0d8 y8v7protein-tyrosine phosphatase n=1 tax=dictyocaulus viviparus =a0a0d8y8v7_dicvi	572	20	2.4E-152	63.05%										
comp16686_c0_seq1|m.28423	uniref100_a0a0c2 gvf7tudor domain protein n=1 tax=ancylostoma duodenale =a0a0c2gvf7_9bila	611	20	3.4E-179	56.45%										
comp16686_c0_seq1|m.28425	---NA---	110	0	-	-										
comp16686_c0_seq2|m.28426	uniref100_a0a0c2 gvf7tudor domain protein n=1 tax=ancylostoma duodenale =a0a0c2gvf7_9bila	522	20	1.4E-139	55.35%										
comp16687_c0_seq1|m.28428	uniref100_a0a0d6 lj50wd g-beta repeat protein n=1 tax=ancylostoma ceylanicum =a0a0d6lj50_9bila	533	20	0.0E0	85.65%										
comp16688_c0_seq1|m.28430	uniref100_u6nu68 c2 calcium-dependent membrane targeting domain containing protein n=1 tax=haemonchus contortus =u6nu68_haeco	370	20	2.0E-103	63.25%										
comp16688_c0_seq2|m.28431	uniref100_u6nu68 c2 calcium-dependent membrane targeting domain containing protein n=1 tax=haemonchus contortus =u6nu68_haeco	410	20	2.2E-103	62.7%										
comp16688_c0_seq4|m.28432	---NA---	137	0	-	-										
comp16688_c0_seq7|m.28434	uniref100_u6nu68 c2 calcium-dependent membrane targeting domain containing protein n=1 tax=haemonchus contortus =u6nu68_haeco	115	10	3.0E-23	70.8%										
